TC_ID	Chr.wt	start	end	Strand.dcp2	Assigned_gene_name	in_coding_gene
9002	chrV	192424	192444	-	NA	YER018C
9003	chrV	192622	192684	-	YER018C	NA
9004	chrV	193182	193267	-	YER018C	NA
9005	chrV	194585	194614	-	YER019C-A	NA
9006	chrV	194850	194940	-	YER019C-A	NA
9007	chrV	195067	195116	-	YER019C-A	NA
9008	chrV	202635	202703	-	YER023C-A	NA
9009	chrV	204597	204643	-	NA	NA
9010	chrV	208228	208267	-	NA	YER026C
9011	chrV	208368	208395	-	NA	YER026C
9012	chrV	208484	208545	-	YER026C	NA
9013	chrV	210301	210329	-	YER027C	NA
9014	chrV	211501	211516	-	NA	YER028C
9015	chrV	211600	211660	-	NA	YER028C
9016	chrV	211944	211988	-	YER028C	NA
9017	chrV	213228	213248	-	YER029C	NA
9018	chrV	214639	214694	-	NA	YER031C
9019	chrV	214764	214784	-	YER031C	NA
9020	chrV	221212	221314	-	YER033C	YER033C
9021	chrV	221489	221547	-	YER033C	NA
9022	chrV	225092	225163	-	NA	YER036C
9023	chrV	225224	225246	-	YER036C	NA
9024	chrV	228232	228274	-	YER038C	NA
9025	chrV	229498	229517	-	YER039C-A	NA
9026	chrV	236067	236087	-	NA	YER043C
9027	chrV	236260	236345	-	NA	YER043C
9028	chrV	236410	236662	-	NA	YER043C
9029	chrV	236806	236849	-	NA	YER043C
9030	chrV	236956	236998	-	NA	YER043C
9031	chrV	237143	237197	-	YER043C	NA
9032	chrV	238050	238096	-	YER044C	NA
9033	chrV	238366	238378	-	YER044C	NA
9034	chrV	239374	239470	-	NA	YER044C-A
9035	chrV	241094	241160	-	NA	YER045C
9036	chrV	241492	241646	-	YER045C	YER045C
9037	chrV	241657	241760	-	YER045C	NA
9038	chrV	242402	242463	-	YER045C	NA
9039	chrV	243589	243589	-	NA	NA
9040	chrV	246663	246702	-	YER047C	NA
9041	chrV	248170	248275	-	YER048C	NA
9042	chrV	249762	249851	-	NA	NA
9043	chrV	254264	254308	-	NA	YER050C
9044	chrV	254430	254454	-	YER050C	NA
9045	chrV	258037	258098	-	YER052C	NA
9046	chrV	259554	259578	-	NA	YER053C
9047	chrV	259674	259745	-	YER053C	NA
9048	chrV	260003	260094	-	YER053C	NA
9049	chrV	260134	260149	-	YER053C	NA
9050	chrV	261079	261135	-	YER053C-A	NA
9051	chrV	261328	261433	-	YER053C-A	NA
9052	chrV	261786	261861	-	YER053C-A	NA
9053	chrV	263998	264014	-	YER054C	NA
9054	chrV	264128	264168	-	YER054C	NA
9055	chrV	264277	264306	-	YER054C	NA
9056	chrV	265241	265458	-	NA	YER055C
9057	chrV	265541	265581	-	NA	YER055C
9058	chrV	265811	265914	-	YER055C	NA
9059	chrV	266009	266031	-	YER055C	NA
9060	chrV	266066	266077	-	YER055C	NA
9061	chrV	267480	267504	-	NA	YER056C
9062	chrV	268200	268231	-	YER056C	NA
9063	chrV	268309	268329	-	YER056C	NA
9064	chrV	268842	268951	-	YER056C	NA
9065	chrV	269043	269121	-	YER056C	NA
9066	chrV	269707	269728	-	NA	YER056C-A
9067	chrV	269913	269971	-	NA	YER056C-A
9068	chrV	270193	270217	-	YER056C-A	NA
9069	chrV	270294	270326	-	YER056C-A	NA
9070	chrV	270967	271115	-	NA	YER057C
9071	chrV	271154	271193	-	YER057C	NA
9072	chrV	271796	271833	-	YER057C	NA
9073	chrV	274321	274327	-	NA	NA
9074	chrV	277377	277416	-	NA	NA
9075	chrV	279657	279669	-	YER061C	NA
9076	chrV	280742	280839	-	YER062C	NA
9077	chrV	281337	281391	-	YER062C	NA
9078	chrV	281730	281740	-	NA	NA
9079	chrV	282037	282057	-	NA	NA
9080	chrV	282129	282148	-	NA	NA
9081	chrV	284249	284354	-	YER064C	NA
9082	chrV	287182	287245	-	YER065C	NA
9083	chrV	289149	289184	-	NA	NA
9084	chrV	289386	289430	-	NA	NA
9085	chrV	291457	291470	-	NA	NA
9086	chrV	291550	291594	-	NA	NA
9087	chrV	294807	294875	-	NA	NA
9088	chrV	298398	298423	-	NA	NA
9089	chrV	302298	302379	-	YER071C	YER071C
9090	chrV	303164	303232	-	YER071C	NA
9091	chrV	310639	310707	-	NA	YER075C
9092	chrV	311343	311372	-	YER075C	NA
9093	chrV	311540	311545	-	YER075C	NA
9094	chrV	313297	313411	-	NA	YER076C
9095	chrV	313635	313706	-	YER076C	NA
9096	chrV	313890	313989	-	YER076C	NA
9097	chrV	314440	314450	-	YER076C	NA
9098	chrV	315695	315699	-	NA	YER077C
9099	chrV	315736	315790	-	NA	YER077C
9100	chrV	316513	316596	-	NA	YER077C
9101	chrV	317778	317835	-	NA	YER078C
9102	chrV	318477	318566	-	YER078C	NA
9103	chrV	319546	319578	-	NA	NA
9104	chrV	319749	319764	-	NA	NA
9105	chrV	325702	325726	-	NA	YER082C
9106	chrV	325957	326029	-	YER082C	NA
9107	chrV	327038	327067	-	YER083C	NA
9108	chrV	332279	332285	-	NA	YER087C-A
9109	chrV	332644	332732	-	YER087C-A	YER087C-B
9110	chrV	332840	332877	-	YER087C-B	NA
9111	chrV	332967	332978	-	YER087C-B	NA
9112	chrV	334414	334457	-	NA	YER088C
9113	chrV	334904	334921	-	NA	YER088C
9114	chrV	335090	335130	-	NA	YER088C
9115	chrV	335237	335318	-	YER088C	NA
9116	chrV	335404	335452	-	YER088C	NA
9117	chrV	337297	337434	-	YER089C	YER089C
9118	chrV	337623	337675	-	YER089C	NA
9119	chrV	342237	342237	-	YER091C	NA
9120	chrV	347610	347694	-	YER093C	NA
9121	chrV	348203	348252	-	NA	YER093C-A
9122	chrV	348367	348445	-	YER093C-A	YER093C-A
9123	chrV	349154	349172	-	NA	YER094C
9124	chrV	349403	349447	-	YER094C	NA
9125	chrV	349634	349676	-	YER094C	NA
9126	chrV	354155	354174	-	NA	NA
9127	chrV	359077	359106	-	YER099C	NA
9128	chrV	359305	359337	-	YER099C	NA
9129	chrV	361159	361234	-	NA	YER101C
9130	chrV	361509	361579	-	NA	YER101C
9131	chrV	361828	361878	-	YER101C	NA
9132	chrV	362197	362244	-	YER101C	NA
9133	chrV	364219	364251	-	NA	NA
9134	chrV	366984	367004	-	NA	NA
9135	chrV	367054	367061	-	NA	NA
9136	chrV	370968	370975	-	NA	YER105C
9137	chrV	371851	371882	-	NA	YER105C
9138	chrV	372027	372063	-	YER105C	NA
9139	chrV	374721	374738	-	YER107C	NA
9140	chrV	375904	375935	-	NA	NA
9141	chrV	377612	377808	-	NA	NA
9142	chrV	378024	378070	-	NA	NA
9143	chrV	382203	382244	-	YER110C	NA
9144	chrV	385397	385412	-	NA	YER111C
9145	chrV	386117	386234	-	YER111C	NA
9146	chrV	390029	390210	-	YER113C	NA
9147	chrV	393976	394033	-	YER114C	NA
9148	chrV	395043	395117	-	YER115C	NA
9149	chrV	395620	395650	-	NA	YER116C
9150	chrV	396209	396287	-	YER116C	NA
9151	chrV	399157	399245	-	YER118C	NA
9152	chrV	400630	400642	-	NA	YER119C
9153	chrV	400851	400878	-	YER119C	YER119C-A
9154	chrV	402303	402376	-	NA	NA
9155	chrV	402544	402615	-	NA	NA
9156	chrV	403527	403530	-	NA	YER122C
9157	chrV	404367	404433	-	YER122C	NA
9158	chrV	407950	407950	-	NA	YER124C
9159	chrV	409085	409103	-	YER124C	NA
9160	chrV	409362	409395	-	YER124C	NA
9161	chrV	410056	410085	-	NA	NA
9162	chrV	410112	410146	-	NA	NA
9163	chrV	414197	414253	-	YER126C	NA
9164	chrV	418665	418681	-	NA	NA
9165	chrV	421934	421985	-	NA	YER130C
9166	chrV	422486	422542	-	YER130C	NA
9167	chrV	422945	422987	-	YER130C	NA
9168	chrV	424706	424710	-	NA	NA
9169	chrV	424840	424854	-	NA	NA
9170	chrV	425380	425521	-	NA	YER132C
9171	chrV	425646	425664	-	NA	YER132C
9172	chrV	430407	430443	-	YER132C	YER132C
9173	chrV	430652	430723	-	YER132C	NA
9174	chrV	430859	430950	-	YER132C	NA
9175	chrV	431065	431097	-	YER132C	NA
9176	chrV	431582	431582	-	NA	NA
9177	chrV	432202	432238	-	NA	NA
9178	chrV	435504	435622	-	NA	NA
9179	chrV	436038	436038	-	NA	NA
9180	chrV	437659	437698	-	NA	YER134C
9181	chrV	437812	437853	-	YER134C	NA
9182	chrV	437953	438036	-	YER134C	YER135C
9183	chrV	441508	441522	-	NA	YER137C
9184	chrV	441839	441884	-	YER137C	NA
9185	chrV	451310	451377	-	YER139C	NA
9186	chrV	456054	456110	-	YER142C	NA
9187	chrV	460124	460136	-	NA	YER144C
9188	chrV	460169	460244	-	YER144C	NA
9189	chrV	460911	460987	-	NA	YER145C
9190	chrV	461234	461273	-	NA	YER145C
9191	chrV	461384	461455	-	NA	YER145C
9192	chrV	461743	461788	-	YER145C	NA
9193	chrV	463495	463517	-	NA	YER147C
9194	chrV	464865	464923	-	YER147C	NA
9195	chrV	466662	466685	-	NA	YER149C
9196	chrV	467508	467547	-	YER149C	NA
9197	chrV	468898	468917	-	NA	NA
9198	chrV	472482	472533	-	YER151C	NA
9199	chrV	473571	473601	-	NA	YER152C
9200	chrV	473979	474024	-	YER152C	NA
9201	chrV	474327	474383	-	YER152C	YER153C
9202	chrV	474767	474848	-	YER153C	YER153C
9203	chrV	475222	475259	-	YER153C	NA
9204	chrV	475427	475463	-	YER153C	NA
9205	chrV	482634	482659	-	NA	YER155C
9206	chrV	482777	482899	-	YER155C	NA
9207	chrV	482970	483105	-	YER155C	NA
9208	chrV	484343	484358	-	YER156C	NA
9209	chrV	488494	488579	-	NA	NA
9210	chrV	489543	489620	-	NA	YER158C
9211	chrV	489816	489861	-	NA	YER158C
9212	chrV	489904	489981	-	NA	YER158C
9213	chrV	490568	490581	-	YER158C	YER158C
9214	chrV	490634	490662	-	YER158C	NA
9215	chrV	490734	490858	-	YER158C	NA
9216	chrV	491883	491986	-	YER159C	YER159C
9217	chrV	492116	492141	-	YER159C	NA
9218	chrV	498654	498656	-	YER160C	NA
9219	chrV	498762	498850	-	YER160C	NA
9220	chrV	500386	500398	-	YER161C	NA
9221	chrV	502914	502937	-	YER162C	NA
9222	chrV	503773	503821	-	YER163C	NA
9223	chrV	510105	510116	-	NA	NA
9224	chrV	510227	510237	-	NA	NA
9225	chrV	522652	522726	-	YER168C	NA
9226	chrV	526772	526796	-	NA	NA
9227	chrV	527329	527363	-	NA	NA
9228	chrV	536058	536092	-	YER172C	NA
9229	chrV	539143	539162	-	YER174C	YER174C
9230	chrV	539248	539311	-	YER174C	NA
9231	chrV	540370	540453	-	YER175C	NA
9232	chrV	541421	541463	-	NA	NA
9233	chrV	542583	542635	-	NA	NA
9234	chrV	544134	544187	-	NA	NA
9235	chrV	544268	544404	-	NA	NA
9236	chrV	544485	544539	-	NA	NA
9237	chrV	544633	544687	-	NA	NA
9238	chrV	545013	545050	-	NA	NA
9239	chrV	549183	549277	-	NA	NA
9240	chrV	549312	549390	-	NA	NA
9241	chrV	551128	551170	-	YER180C-A	NA
9242	chrV	552312	552380	-	YER181C	NA
9243	chrV	553944	554006	-	YER183C	NA
9244	chrV	558518	558550	-	NA	YER184C
9245	chrV	558667	558754	-	YER184C	YER184C
9246	chrV	558970	559111	-	YER184C	NA
9247	chrV	561203	561265	-	NA	NA
9248	chrV	562644	562718	-	YER186C	NA
9249	chrV	562782	562818	-	YER186C	NA
9250	chrV	565333	565349	-	NA	NA
9251	chrV	566391	566438	-	NA	NA
9252	chrV	567579	567592	-	NA	NA
9253	chrV	568542	568542	-	NA	NA
9254	chrV	569449	569500	-	NA	NA
9255	chrV	570013	570027	-	YER188C-A	NA
9256	chrV	570383	570401	-	YER188C-A	NA
9257	chrVI	4186	4293	-	YFL064C	NA
9258	chrVI	8212	8265	-	NA	NA
9259	chrVI	11061	11065	-	YFL060C	NA
9260	chrVI	12449	12473	-	NA	NA
9261	chrVI	15492	15504	-	NA	NA
9262	chrVI	16450	16494	-	NA	NA
9263	chrVI	16635	16694	-	NA	NA
9264	chrVI	17473	17544	-	NA	NA
9265	chrVI	22834	22872	-	YFL054C	NA
9266	chrVI	24511	24517	-	NA	NA
9267	chrVI	27870	27907	-	NA	NA
9268	chrVI	35982	35991	-	YFL050C	NA
9269	chrVI	36024	36110	-	YFL050C	NA
9270	chrVI	36551	36656	-	YFL050C	NA
9271	chrVI	40187	40227	-	YFL048C	NA
9272	chrVI	44449	44478	-	YFL045C	NA
9273	chrVI	45380	45415	-	NA	YFL020C
9274	chrVI	45542	45595	-	YFL044C	NA
9275	chrVI	47748	47777	-	YFL042C	NA
9276	chrVI	52954	53006	-	NA	NA
9277	chrVI	53360	53610	-	NA	YFL022C
9278	chrVI	53655	53885	-	NA	YFL022C
9279	chrVI	53913	53973	-	NA	YFL022C
9281	chrVI	54039	54168	-	NA	YFL022C
9282	chrVI	54288	54379	-	NA	YFL022C
9283	chrVI	54789	54883	-	YFL039C	NA
9284	chrVI	55818	55827	-	NA	YFL024C
9285	chrVI	56010	56066	-	YFL038C	NA
9286	chrVI	63770	63824	-	NA	YFL025C
9287	chrVI	64021	64056	-	YFL034C-B	NA
9288	chrVI	64974	64977	-	YFL034C-A	NA
9289	chrVI	69530	69560	-	NA	YFL028C
9290	chrVI	69849	69909	-	NA	YFL028C
9291	chrVI	69991	70035	-	NA	YFL028C
9292	chrVI	70920	70950	-	NA	YFL028C
9293	chrVI	74373	74439	-	YFL033C	YFL028C
9294	chrVI	74551	74668	-	YFL033C	NA
9295	chrVI	76932	76944	-	YFL031C-A	NA
9296	chrVI	77748	77778	-	NA	NA
9297	chrVI	78300	78396	-	NA	YFL031C-A
9298	chrVI	78582	78606	-	NA	YFL031C-A
9299	chrVI	78627	78698	-	NA	YFL031C-A
9300	chrVI	79183	79201	-	YFL029C	NA
9301	chrVI	80183	80256	-	YFL028C	YFL033C
9302	chrVI	81904	81978	-	YFL027C	YFL034C-A
9303	chrVI	87280	87337	-	YFL025C	NA
9304	chrVI	88059	88083	-	NA	YFL038C
9305	chrVI	89314	89395	-	NA	YFL038C
9306	chrVI	90618	90676	-	YFL024C	NA
9307	chrVI	94971	95035	-	YFL022C	YFL039C
9308	chrVI	95841	95875	-	NA	YFL042C
9309	chrVI	95971	95985	-	NA	YFL042C
9310	chrVI	97975	98019	-	NA	NA
9311	chrVI	98762	98790	-	NA	NA
9312	chrVI	99631	99631	-	YFL020C	NA
9313	chrVI	99881	99896	-	YFL020C	NA
9314	chrVI	99980	99990	-	YFL020C	NA
9315	chrVI	102693	102737	-	NA	YFL048C
9316	chrVI	103161	103222	-	YFL018C	NA
9317	chrVI	103528	103572	-	YFL018C	NA
9318	chrVI	104373	104503	-	YFL017C	NA
9319	chrVI	106234	106277	-	YFL016C	NA
9320	chrVI	109925	109969	-	YFL013C	NA
9321	chrVI	111854	111898	-	NA	NA
9322	chrVI	115599	115618	-	NA	YFL064C
9323	chrVI	115772	115775	-	YFL010C	NA
9324	chrVI	115958	115958	-	YFL010C	NA
9325	chrVI	119161	119203	-	NA	NA
9326	chrVI	129908	129947	-	NA	NA
9327	chrVI	130165	130196	-	NA	NA
9328	chrVI	131567	131630	-	NA	NA
9329	chrVI	145353	145387	-	NA	YFL066C
9330	chrVI	146920	146993	-	YFL002C	NA
9331	chrVI	147171	147256	-	YFL002C	NA
9332	chrVI	149466	149469	-	NA	NA
9333	chrVI	153122	153193	-	YFR003C	NA
9334	chrVI	155819	155917	-	YFR005C	YFR005C
9335	chrVI	159089	159130	-	NA	NA
9336	chrVI	159325	159328	-	NA	NA
9337	chrVI	160300	160316	-	NA	NA
9338	chrVI	167258	167302	-	YFR011C	NA
9339	chrVI	168381	168399	-	NA	NA
9340	chrVI	172882	172907	-	NA	YFR014C
9341	chrVI	173360	173392	-	NA	YFR014C
9342	chrVI	173889	173936	-	YFR014C	NA
9343	chrVI	176434	176482	-	YFR015C	NA
9344	chrVI	176622	176660	-	YFR015C	NA
9345	chrVI	178913	178939	-	NA	YFR016C
9346	chrVI	180748	180847	-	YFR016C	NA
9347	chrVI	182919	182972	-	YFR017C	NA
9348	chrVI	183952	183956	-	NA	YFR018C
9349	chrVI	184260	184286	-	YFR018C	NA
9350	chrVI	194504	194544	-	NA	NA
9351	chrVI	196291	196385	-	NA	NA
9352	chrVI	203394	203470	-	YFR024C-A	NA
9353	chrVI	204544	204628	-	NA	YFR025C
9354	chrVI	204756	204822	-	YFR025C	NA
9355	chrVI	205756	205798	-	NA	YFR026C
9356	chrVI	206290	206364	-	YFR026C	NA
9357	chrVI	207200	207267	-	NA	NA
9358	chrVI	210062	210145	-	YFR028C	YFR028C
9359	chrVI	213382	213428	-	NA	NA
9360	chrVI	220097	220151	-	YFR031C	NA
9361	chrVI	220845	221114	-	NA	YFR031C-A
9362	chrVI	221206	221265	-	NA	YFR031C-A
9363	chrVI	221434	221457	-	YFR031C-A	NA
9364	chrVI	221709	221784	-	YFR031C-A	NA
9365	chrVI	223793	223806	-	YFR032C-A	YFR032C-B
9366	chrVI	224868	224890	-	YFR033C	NA
9367	chrVI	225969	225996	-	YFR034C	NA
9368	chrVI	227417	227429	-	YFR035C	NA
9369	chrVI	229192	229224	-	YFR037C	NA
9370	chrVI	233566	233675	-	YFR039C	NA
9371	chrVI	238234	238297	-	YFR041C	NA
9372	chrVI	239808	239844	-	YFR043C	NA
9373	chrVI	241447	241460	-	YFR044C	NA
9374	chrVI	241839	241856	-	YFR044C	NA
9375	chrVI	243881	243910	-	NA	YFR046C
9376	chrVI	244120	244179	-	YFR046C	NA
9377	chrVI	244682	244752	-	NA	YFR047C
9378	chrVI	244780	244842	-	NA	YFR047C
9379	chrVI	245128	245206	-	YFR047C	NA
9380	chrVI	245897	245935	-	YFR047C	NA
9381	chrVI	249910	249931	-	YFR050C	NA
9382	chrVI	250798	250891	-	NA	YFR051C
9383	chrVI	251813	251856	-	YFR051C	NA
9384	chrVI	252260	252287	-	YFR051C	NA
9385	chrVI	254672	254674	-	NA	YFR053C
9386	chrVI	255145	255163	-	YFR053C	NA
9387	chrVI	255325	255349	-	YFR053C	NA
9388	chrVI	259220	259235	-	NA	YFR054C
9389	chrVI	262752	262914	-	NA	NA
9390	chrVI	263071	263142	-	NA	NA
9391	chrVI	263427	263450	-	NA	NA
9392	chrVI	263610	263670	-	NA	NA
9393	chrVI	263760	263803	-	NA	NA
9394	chrVI	268372	268405	-	NA	NA
9395	chrVII	11833	11931	-	NA	NA
9396	chrVII	14263	14321	-	YGL257C	NA
9397	chrVII	14419	14502	-	YGL257C	NA
9398	chrVII	14724	14781	-	YGL257C	NA
9399	chrVII	20142	20160	-	NA	NA
9400	chrVII	23082	23158	-	NA	NA
9401	chrVII	23232	23245	-	NA	NA
9402	chrVII	27497	27544	-	YGL252C	NA
9403	chrVII	30179	30274	-	NA	YGL005C
9404	chrVII	30698	30751	-	NA	YGL005C
9405	chrVII	32842	32862	-	NA	NA
9406	chrVII	34927	34954	-	NA	NA
9407	chrVII	35097	35107	-	NA	NA
9408	chrVII	35252	35377	-	NA	NA
9409	chrVII	38793	38858	-	YGL246C	NA
9410	chrVII	45236	45265	-	YGL242C	NA
9411	chrVII	49041	49047	-	NA	NA
9412	chrVII	49291	49315	-	NA	NA
9413	chrVII	53266	53313	-	NA	YGL011C
9414	chrVII	53434	53484	-	NA	YGL011C
9415	chrVII	53572	53622	-	YGL237C	NA
9416	chrVII	55794	55825	-	YGL236C	NA
9417	chrVII	56104	56188	-	YGL236C	NA
9418	chrVII	62219	62242	-	NA	NA
9419	chrVII	63627	63657	-	YGL231C	NA
9420	chrVII	66833	66892	-	NA	YGL018C
9421	chrVII	67179	67236	-	YGL229C	NA
9422	chrVII	73189	73213	-	YGL226C-A	NA
9423	chrVII	74230	74271	-	NA	NA
9424	chrVII	74716	74785	-	NA	NA
9425	chrVII	76353	76377	-	NA	NA
9426	chrVII	78612	78651	-	NA	YGL023C
9427	chrVII	78940	78976	-	YGL224C	NA
9428	chrVII	80285	80449	-	YGL223C	NA
9429	chrVII	80508	80554	-	YGL223C	NA
9430	chrVII	81077	81079	-	NA	YGL026C
9431	chrVII	81227	81255	-	YGL222C	NA
9432	chrVII	81881	81897	-	NA	YGL027C
9433	chrVII	82300	82315	-	YGL221C	NA
9434	chrVII	84278	84308	-	YGL219C	NA
9435	chrVII	84667	84708	-	YGL219C	NA
9436	chrVII	91260	91286	-	YGL213C	NA
9437	chrVII	97109	97131	-	NA	NA
9438	chrVII	97396	97452	-	NA	NA
9439	chrVII	98639	98644	-	NA	NA
9440	chrVII	107566	107625	-	YGL206C	NA
9441	chrVII	110274	110332	-	NA	NA
9442	chrVII	110470	110538	-	NA	NA
9443	chrVII	112046	112132	-	YGL204C	NA
9444	chrVII	114696	114776	-	YGL203C	NA
9445	chrVII	120940	120978	-	YGL201C	NA
9446	chrVII	123329	123366	-	YGL200C	NA
9447	chrVII	124217	124273	-	YGL199C	NA
9448	chrVII	131283	131313	-	NA	NA
9449	chrVII	139973	140055	-	YGL194C-A	NA
9450	chrVII	140137	140221	-	YGL194C-A	NA
9451	chrVII	141778	141806	-	YGL194C	NA
9452	chrVII	143686	143745	-	NA	NA
9453	chrVII	144034	144137	-	NA	NA
9454	chrVII	144505	144523	-	NA	NA
9455	chrVII	144581	144619	-	NA	NA
9456	chrVII	147652	147727	-	YGL190C	NA
9457	chrVII	147902	147971	-	YGL190C	NA
9458	chrVII	148464	148600	-	NA	YGL049C
9459	chrVII	148979	148984	-	YGL189C	NA
9460	chrVII	150568	150648	-	YGL187C	NA
9461	chrVII	152376	152410	-	NA	YGL061C
9462	chrVII	152770	152867	-	YGL186C	NA
9463	chrVII	153277	153287	-	NA	YGL063C-A
9464	chrVII	153943	154087	-	NA	YGL063C-A
9465	chrVII	154315	154341	-	YGL185C	NA
9466	chrVII	154916	154945	-	NA	YGL064C
9467	chrVII	156043	156077	-	YGL184C	NA
9468	chrVII	157289	157323	-	YGL183C	YGL069C
9469	chrVII	159680	159708	-	NA	NA
9470	chrVII	162917	162959	-	NA	NA
9471	chrVII	164743	164795	-	NA	YGL070C
9472	chrVII	165029	165170	-	YGL179C	NA
9473	chrVII	165429	165451	-	YGL179C	NA
9474	chrVII	165817	165836	-	YGL179C	NA
9475	chrVII	165951	165970	-	YGL179C	NA
9476	chrVII	166046	166115	-	YGL179C	NA
9477	chrVII	166542	166554	-	NA	NA
9478	chrVII	167480	167511	-	NA	NA
9479	chrVII	172468	172497	-	NA	YGL072C
9480	chrVII	172878	172901	-	NA	YGL072C
9481	chrVII	173085	173136	-	YGL176C	NA
9482	chrVII	174339	174366	-	YGL175C	NA
9483	chrVII	180156	180242	-	YGL173C	NA
9484	chrVII	180423	180454	-	YGL173C	NA
9485	chrVII	185399	185423	-	YGL170C	NA
9486	chrVII	190103	190123	-	NA	YGL077C
9487	chrVII	190672	190769	-	YGL167C	NA
9488	chrVII	190848	190903	-	YGL167C	NA
9489	chrVII	192268	192296	-	YGL165C	YGL084C
9490	chrVII	193298	193360	-	YGL164C	NA
9491	chrVII	194795	194804	-	NA	YGL087C
9492	chrVII	196091	196100	-	NA	YGL087C
9493	chrVII	196514	196566	-	YGL163C	NA
9494	chrVII	197054	197081	-	YGL163C	NA
9495	chrVII	197884	197955	-	NA	NA
9496	chrVII	200180	200251	-	YGL161C	NA
9497	chrVII	202915	202930	-	NA	NA
9498	chrVII	212662	212731	-	NA	NA
9499	chrVII	212866	212872	-	NA	NA
9500	chrVII	213723	213757	-	NA	NA
9501	chrVII	213987	213990	-	NA	NA
9502	chrVII	216052	216121	-	YGL154C	NA
9503	chrVII	225684	225821	-	YGL150C	NA
9504	chrVII	226119	226182	-	YGL150C	NA
9505	chrVII	226476	226476	-	YGL150C	NA
9506	chrVII	228346	228355	-	YGL147C	NA
9507	chrVII	229177	229272	-	NA	YGL104C
9508	chrVII	229628	229764	-	YGL146C	NA
9509	chrVII	229842	229871	-	YGL146C	NA
9510	chrVII	234521	234546	-	YGL144C	NA
9511	chrVII	235592	235649	-	NA	YGL108C
9512	chrVII	235967	236007	-	YGL143C	NA
9513	chrVII	236661	236721	-	NA	YGL110C
9514	chrVII	236899	236971	-	NA	YGL110C
9515	chrVII	237125	237140	-	NA	YGL110C
9516	chrVII	238112	238184	-	YGL142C	NA
9517	chrVII	244569	244581	-	NA	YGL112C
9518	chrVII	244968	245012	-	YGL140C	YGL112C
9519	chrVII	245167	245199	-	YGL140C	NA
9520	chrVII	253388	253436	-	NA	YGL120C
9521	chrVII	253588	253622	-	NA	YGL120C
9522	chrVII	253873	253928	-	YGL136C	NA
9523	chrVII	257274	257288	-	NA	NA
9524	chrVII	265820	265934	-	YGL131C	NA
9525	chrVII	269119	269149	-	YGL129C	NA
9526	chrVII	269900	269914	-	NA	YGL123C-A
9527	chrVII	270127	270170	-	YGL128C	YGL123C-A
9528	chrVII	270754	270841	-	YGL127C	NA
9529	chrVII	272719	272769	-	NA	NA
9530	chrVII	272834	272897	-	NA	NA
9531	chrVII	273035	273065	-	NA	NA
9532	chrVII	275761	275796	-	NA	YGL127C
9533	chrVII	276037	276051	-	NA	YGL127C
9534	chrVII	276185	276210	-	NA	YGL127C
9535	chrVII	276382	276405	-	NA	YGL127C
9536	chrVII	276720	276750	-	YGL124C	NA
9537	chrVII	280218	280236	-	NA	YGL129C
9538	chrVII	280538	280569	-	YGL122C	NA
9539	chrVII	281136	281283	-	YGL121C	NA
9540	chrVII	283966	284003	-	YGL120C	NA
9541	chrVII	287084	287113	-	NA	NA
9542	chrVII	289322	289398	-	YGL118C	NA
9543	chrVII	293232	293310	-	NA	NA
9544	chrVII	299748	299780	-	YGL112C	NA
9545	chrVII	303418	303434	-	YGL110C	NA
9546	chrVII	304066	304166	-	YGL108C	NA
9547	chrVII	306290	306334	-	YGL107C	NA
9548	chrVII	310181	310225	-	YGL104C	NA
9549	chrVII	310502	310552	-	YGL104C	NA
9550	chrVII	312993	313051	-	NA	NA
9551	chrVII	319502	319543	-	NA	NA
9552	chrVII	319633	319673	-	NA	NA
9553	chrVII	326769	326828	-	NA	NA
9554	chrVII	330654	330685	-	YGL095C	NA
9555	chrVII	334642	334670	-	YGL094C	NA
9556	chrVII	343063	343110	-	YGL091C	NA
9557	chrVII	345188	345205	-	YGL089C	NA
9558	chrVII	345334	345340	-	YGL089C	NA
9559	chrVII	345393	345463	-	YGL089C	NA
9560	chrVII	345712	345753	-	YGL089C	NA
9561	chrVII	346768	346770	-	NA	YGL163C
9562	chrVII	346919	346964	-	YGL087C	NA
9563	chrVII	349429	349477	-	NA	NA
9564	chrVII	351947	352025	-	NA	YGL164C
9565	chrVII	352305	352358	-	YGL084C	NA
9566	chrVII	355381	355382	-	NA	NA
9567	chrVII	355529	355538	-	NA	NA
9568	chrVII	359187	359219	-	NA	NA
9569	chrVII	359826	359935	-	NA	NA
9570	chrVII	361892	361944	-	YGL078C	NA
9571	chrVII	363994	364105	-	YGL077C	NA
9572	chrVII	366018	366027	-	YGL076C	NA
9573	chrVII	366637	366653	-	YGL076C	NA
9574	chrVII	368076	368088	-	YGL075C	YGL173C
9575	chrVII	368197	368321	-	YGL075C	NA
9576	chrVII	371178	371232	-	NA	YGL176C
9577	chrVII	374852	374864	-	YGL070C	NA
9578	chrVII	375871	375889	-	YGL069C	NA
9579	chrVII	380969	380975	-	NA	YGL183C
9580	chrVII	381290	381327	-	YGL065C	NA
9581	chrVII	381921	381960	-	NA	YGL184C
9582	chrVII	383206	383225	-	YGL064C	YGL184C
9583	chrVII	385429	385475	-	YGL063C-A	NA
9584	chrVII	385642	385656	-	YGL063C-A	NA
9585	chrVII	389765	389794	-	YGL061C	NA
9586	chrVII	393653	393713	-	NA	NA
9587	chrVII	395499	395544	-	NA	YGL187C
9588	chrVII	395782	395836	-	YGL057C	YGL187C
